Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
15367-KAR,Female,33,Yes,Karnataka,0,30,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.7,168.9,0,0,177.2,346.1,Stayed,Others,Others
15382-GUJ,Female,60,No,Gujarat,6,19,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,63.9,3334.95,0,0,0,3334.95,Stayed,Others,Others
15412-PUN,Female,48,No,Punjab,10,15,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.15,8529.5,0,0,1792.08,10321.58,Stayed,Others,Others
15418-PUN,Female,62,No,Punjab,2,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,229.6,0,0,451.8,681.4,Churned,Attitude,Attitude of support person
15424-MAD,Female,29,Yes,Madhya Pradesh,5,19,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.7,6096.9,0,0,1155.6,7252.5,Stayed,Others,Others
15454-TAM,Female,52,Yes,Tamil Nadu,15,3,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,930.95,0,0,1252.44,2183.39,Stayed,Others,Others
15480-KAR,Female,40,No,Karnataka,4,3,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1874.3,16.26,0,987.84,2845.88,Stayed,Others,Others
15488-JAM,Male,37,Yes,Jammu & Kashmir,0,36,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.25,2907.35,6.41,0,1122.3,4023.24,Stayed,Others,Others
16032-MAD,Female,20,Yes,Madhya Pradesh,2,1,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,80.4,5727.15,0,0,1280.84,7007.99,Stayed,Others,Others
16051-AND,Female,60,Yes,Andhra Pradesh,2,12,Deal 4,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,566.5,0,0,105.38,671.88,Stayed,Others,Others
16071-HAR,Female,48,No,Haryana,15,24,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,88,6161.9,0,40,2958.68,9160.58,Stayed,Others,Others
16124-MAH,Male,68,Yes,Maharashtra,7,23,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,-8,4931.8,0,0,1003.32,5935.12,Stayed,Others,Others
16141-UTT,Female,49,No,Uttar Pradesh,15,35,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,434.5,0,0,118.44,552.94,Churned,Dissatisfaction,Network reliability
16142-TAM,Male,60,No,Tamil Nadu,15,34,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-7,6463.15,0,0,3211.92,9675.07,Stayed,Others,Others
16149-ASS,Female,66,Yes,Assam,2,7,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,1463.5,0,0,107.4,1570.9,Churned,Competitor,Competitor had better devices
16194-JAM,Male,25,No,Jammu & Kashmir,12,19,None,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,168.15,0,0,40.62,208.77,Churned,Competitor,Competitor made better offer
16243-DEL,Female,67,No,Delhi,8,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,0,0,48.95,123.15,Churned,Price,Price too high
16245-KAR,Male,25,Yes,Karnataka,1,1,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1718.35,0,0,3113.28,4831.63,Stayed,Others,Others
16271-MAH,Female,55,Yes,Maharashtra,7,16,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,21.1,490.65,0,0,494.4,985.05,Stayed,Others,Others
16274-JAM,Male,23,Yes,Jammu & Kashmir,14,1,None,No,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.3,25.3,0,10,0,35.3,Churned,Competitor,Competitor made better offer
16287-JAM,Female,49,Yes,Jammu & Kashmir,1,29,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0,0,1410.36,8630.71,Churned,Competitor,Competitor made better offer
16297-HAR,Female,64,Yes,Haryana,2,32,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,99.9,7251.7,0,0,1703.52,8955.22,Stayed,Others,Others
16313-GUJ,Male,51,No,Gujarat,4,30,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.8,2110.15,0,0,350.07,2460.22,Churned,Competitor,Competitor had better devices
16322-KAR,Female,60,No,Karnataka,13,11,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,851.2,0,0,739.22,1590.42,Stayed,Others,Others
16325-HAR,Male,65,No,Haryana,5,24,None,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.05,1529.45,0,0,0,1529.45,Stayed,Others,Others
16327-WES,Male,83,No,West Bengal,13,2,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,2948.6,0,60,191.11,3199.71,Stayed,Others,Others
16339-UTT,Female,52,No,Uttarakhand,11,21,None,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,51.2,1561.5,0,0,0,1561.5,Churned,Dissatisfaction,Network reliability
16343-MAH,Male,44,No,Maharashtra,3,5,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,69.85,837.5,0,0,324.84,1162.34,Stayed,Others,Others
16940-TAM,Male,59,Yes,Tamil Nadu,11,3,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,383.65,0,0,164.05,547.7,Stayed,Others,Others
16945-AND,Male,73,No,Andhra Pradesh,5,34,Deal 5,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,25.05,0,0,0,25.05,Churned,Competitor,Competitor had better devices
17000-ODI,Female,70,Yes,Odisha,2,11,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,5567.45,0,0,1610.25,7177.7,Stayed,Others,Others
17002-UTT,Male,51,No,Uttar Pradesh,10,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,778.1,0,0,237.28,1015.38,Churned,Attitude,Attitude of support person
17032-UTT,Female,60,Yes,Uttar Pradesh,6,1,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5669.5,0,0,392,6061.5,Stayed,Others,Others
17050-MAH,Female,72,Yes,Maharashtra,9,29,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.4,3217.65,0,0,1574.72,4792.37,Stayed,Others,Others
17052-MAD,Male,63,Yes,Madhya Pradesh,3,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1049.6,0,0,996.93,2046.53,Stayed,Others,Others
17059-RAJ,Female,49,Yes,Rajasthan,9,32,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25,864.2,0,0,1119.18,1983.38,Stayed,Others,Others
17060-JAM,Female,80,No,Jammu & Kashmir,5,8,None,No,No,Yes,Cable,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10,840.1,0,0,0,840.1,Churned,Competitor,Competitor made better offer
17065-PUN,Female,52,Yes,Punjab,1,27,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0,150,663.68,6576.63,Stayed,Others,Others
17092-DEL,Female,78,Yes,Delhi,14,10,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8399.15,0,110,2216.16,10725.31,Stayed,Others,Others
17096-GUJ,Female,49,No,Gujarat,8,1,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0,0,1962,9573.55,Stayed,Others,Others
17111-MAH,Female,44,Yes,Maharashtra,7,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.7,83.75,0,0,108.16,191.91,Stayed,Others,Others
17127-GUJ,Female,20,No,Gujarat,15,2,Deal 3,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,87.15,2274.1,0,20,1172.34,3466.44,Stayed,Others,Others
17149-GUJ,Male,70,Yes,Gujarat,0,16,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0,0,228.6,706.3,Churned,Attitude,Attitude of support person
17154-MAH,Female,46,Yes,Maharashtra,2,11,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.7,1810.55,0,0,1383.79,3194.34,Stayed,Others,Others
17155-UTT,Female,26,No,Uttar Pradesh,15,11,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.35,1133.7,0,0,656.16,1789.86,Stayed,Others,Others
17163-JAM,Female,72,Yes,Jammu & Kashmir,6,16,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0,0,695.81,1466.41,Churned,Competitor,Competitor made better offer
17180-UTT,Female,25,Yes,Uttar Pradesh,3,9,Deal 2,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.55,2108.35,0,0,0,2108.35,Stayed,Others,Others
17197-WES,Male,38,No,West Bengal,13,5,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2282.55,0,0,862.32,3144.87,Churned,Other,Don't know
17217-MAD,Female,53,No,Madhya Pradesh,14,30,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,225.85,0,0,157.1,382.95,Stayed,Others,Others
17233-AND,Male,52,No,Andhra Pradesh,6,23,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.3,5997.1,0,0,2090.16,8087.26,Stayed,Others,Others
17846-MAD,Female,64,Yes,Madhya Pradesh,2,34,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,90.5,2595.85,0,0,121.2,2717.05,Stayed,Others,Others
17866-HAR,Female,60,Yes,Haryana,5,35,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0,20,158.27,760.77,Churned,Competitor,Competitor offered higher download speeds
17891-AND,Male,30,Yes,Andhra Pradesh,15,9,None,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.1,1466.1,0,0,1177.5,2643.6,Stayed,Others,Others
17893-TAM,Male,67,No,Tamil Nadu,13,16,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0,0,40.16,626.11,Churned,Price,Price too high
17901-TEL,Female,75,Yes,Telangana,7,26,Deal 5,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,28.45,131.05,0,0,0,131.05,Churned,Dissatisfaction,Limited range of services
17908-HAR,Female,75,No,Haryana,14,21,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.9,2217.15,0,0,478.33,2695.48,Churned,Attitude,Attitude of support person
17908-RAJ,Female,66,No,Rajasthan,12,13,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,19.6,561.15,13.07,0,416.07,964.15,Stayed,Others,Others
17909-PUD,Male,48,Yes,Puducherry,6,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,1423.65,0,0,3401.28,4824.93,Stayed,Others,Others
17950-AND,Female,60,No,Andhra Pradesh,6,30,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,3198.6,0,0,1462,4660.6,Churned,Dissatisfaction,Network reliability
17956-WES,Male,57,No,West Bengal,2,6,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0,100,166.8,1708.75,Stayed,Others,Others
17974-JAM,Male,68,No,Jammu & Kashmir,1,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1278.8,5.15,0,667.34,1940.99,Stayed,Others,Others
18034-KER,Male,33,Yes,Kerala,2,15,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0,0,11.08,80.88,Churned,Dissatisfaction,Service dissatisfaction
18036-TAM,Male,34,No,Tamil Nadu,8,13,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.5,50.5,0,0,39.58,90.08,Churned,Competitor,Competitor made better offer
18063-TEL,Female,43,Yes,Telangana,3,18,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.9,1337.45,0,0,389.2,1726.65,Stayed,Others,Others
18063-UTT,Female,23,Yes,Uttar Pradesh,8,1,Deal 4,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,61.15,1422.05,0,80,945.56,2447.61,Churned,Dissatisfaction,Service dissatisfaction
18064-KER,Female,74,No,Kerala,5,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.3,459.95,0,0,441.36,901.31,Stayed,Others,Others
18064-MAH,Female,21,Yes,Maharashtra,4,10,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.2,639.7,0,0,321.51,961.21,Stayed,Others,Others
18072-AND,Female,60,Yes,Andhra Pradesh,7,26,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.05,637.55,0,0,341.4,978.95,Stayed,Others,Others
18081-TAM,Female,20,Yes,Tamil Nadu,11,7,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,1043.4,0,0,480.72,1524.12,Stayed,Others,Others
18103-KAR,Male,47,Yes,Karnataka,5,10,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.9,2976.95,0,30,1569.17,4576.12,Stayed,Others,Others
18125-TEL,Male,56,No,Telangana,4,36,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.15,7422.1,0,0,2077.92,9500.02,Stayed,Others,Others
18152-ODI,Female,27,Yes,Odisha,15,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.1,970.45,18.62,0,399.33,1351.16,Stayed,Others,Others
18160-KAR,Male,54,No,Karnataka,13,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,178.8,0,0,366.66,545.46,Stayed,Others,Others
18203-UTT,Female,42,No,Uttar Pradesh,3,13,None,No,No,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,44.55,343.45,0,0,0,343.45,Stayed,Others,Others
18214-MAH,Female,29,No,Maharashtra,9,34,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,0,0,2264.9,7713.5,Stayed,Others,Others
18220-JHA,Male,35,No,Jharkhand,12,19,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.5,630.6,44.42,0,592.25,1178.43,Stayed,Others,Others
18223-MAD,Male,32,No,Madhya Pradesh,14,2,None,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.4,825.4,0,0,0,825.4,Stayed,Others,Others
18832-UTT,Female,63,Yes,Uttar Pradesh,12,12,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0,0,43.61,134.91,Churned,Attitude,Attitude of service provider
18842-HAR,Male,56,Yes,Haryana,2,30,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,5597.65,0,0,967.01,6564.66,Stayed,Others,Others
18861-JAM,Female,50,Yes,Jammu & Kashmir,0,18,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.7,4976.15,0,0,424.32,5400.47,Stayed,Others,Others
18872-WES,Male,62,No,West Bengal,8,9,None,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,52.7,3019.7,0,0,1210.16,4229.86,Stayed,Others,Others
18886-RAJ,Male,40,Yes,Rajasthan,13,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,926,0,0,1537.36,2463.36,Stayed,Others,Others
18928-UTT,Female,64,No,Uttar Pradesh,2,18,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.55,5116.6,0,40,156.8,5313.4,Stayed,Others,Others
18943-KAR,Female,51,No,Karnataka,5,26,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,100.35,0,0,150.3,250.65,Stayed,Others,Others
18986-ODI,Female,38,No,Odisha,11,4,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,193.8,0,0,85.78,279.58,Churned,Dissatisfaction,Lack of self-service on Website
18987-TAM,Female,33,No,Tamil Nadu,14,22,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,422.3,20.45,0,270.63,672.48,Stayed,Others,Others
19000-HAR,Female,19,No,Haryana,8,6,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,6396.45,0,0,642,7038.45,Churned,Other,Don't know
19006-KAR,Female,23,Yes,Karnataka,4,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,70.4,281,0,70,164.48,515.48,Churned,Competitor,Competitor had better devices
19013-JAM,Female,45,Yes,Jammu & Kashmir,14,34,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,80.7,5617.95,0,0,287.7,5905.65,Stayed,Others,Others
19020-KER,Female,59,No,Kerala,1,20,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.65,235.2,0,0,67.7,302.9,Stayed,Others,Others
19039-TEL,Female,80,Yes,Telangana,0,16,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.95,1760.25,0,0,371.83,2132.08,Stayed,Others,Others
19043-MAH,Male,54,No,Maharashtra,3,15,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.8,4535.85,3.34,0,1891.75,6424.26,Stayed,Others,Others
19088-JAM,Female,51,Yes,Jammu & Kashmir,9,11,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,5308.7,0,0,1430.45,6739.15,Stayed,Others,Others
19096-WES,Female,58,Yes,West Bengal,14,28,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0,0,172.56,1224.96,Churned,Attitude,Attitude of support person
19122-KAR,Male,57,No,Karnataka,13,23,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85,1039.45,14.67,0,601.55,1626.33,Stayed,Others,Others
19139-UTT,Female,32,No,Uttarakhand,3,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,1441.65,0,0,2243.32,3684.97,Stayed,Others,Others
19145-TAM,Male,42,No,Tamil Nadu,15,23,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,94.1,5638.3,0,0,1643.34,7281.64,Churned,Competitor,Competitor offered more data
19854-RAJ,Female,32,Yes,Rajasthan,5,18,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,1724.15,0,0,1997.8,3721.95,Stayed,Others,Others
19877-DEL,Male,35,No,Delhi,7,27,None,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,65.6,593.3,0,0,381.51,974.81,Stayed,Others,Others
19886-RAJ,Male,25,Yes,Rajasthan,15,13,None,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,0,0,506.22,4770.82,Stayed,Others,Others
19889-KAR,Male,32,No,Karnataka,7,27,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.05,299.3,0,0,128.66,427.96,Stayed,Others,Others
19891-KAR,Male,60,No,Karnataka,6,4,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,481.1,0,0,1061.91,1543.01,Stayed,Others,Others
19901-JHA,Male,30,No,Jharkhand,12,32,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.5,798.2,0,0,1620.73,2418.93,Stayed,Others,Others
19943-ASS,Female,25,No,Assam,3,29,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890,0,0,1324.62,8214.62,Churned,Competitor,Competitor offered more data
19956-AND,Male,26,Yes,Andhra Pradesh,14,31,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,53.4,188.7,0,0,143.04,331.74,Churned,Other,Don't know
19988-ODI,Female,71,No,Odisha,14,23,Deal 2,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,79.95,4819.75,0,0,1526.44,6346.19,Stayed,Others,Others
19990-GUJ,Female,39,No,Gujarat,2,17,Deal 4,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,53.45,718.1,26.37,0,329.29,1021.02,Stayed,Others,Others
21013-JAM,Male,55,No,Jammu & Kashmir,12,8,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,609.9,0,0,383.28,993.18,Churned,Competitor,Competitor made better offer
21015-TEL,Female,40,No,Telangana,7,17,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,107.45,7658.3,0,0,1288.08,8946.38,Stayed,Others,Others
21021-TEL,Male,30,No,Telangana,11,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,85.1,0,0,26,111.1,Stayed,Others,Others
21036-TAM,Male,67,Yes,Tamil Nadu,12,23,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.35,2238.5,0,0,779.76,3018.26,Churned,Competitor,Competitor had better devices
21041-DEL,Male,75,Yes,Delhi,15,15,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0,0,39.88,113.53,Churned,Attitude,Attitude of service provider
21044-TAM,Female,48,No,Tamil Nadu,2,14,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.15,2585.95,0,0,1199.36,3785.31,Churned,Dissatisfaction,Limited range of services
21061-MAD,Female,23,Yes,Madhya Pradesh,1,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.3,755.4,0,0,378.51,1133.91,Stayed,Others,Others
21116-ASS,Female,46,Yes,Assam,15,34,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,66.4,3958.2,0,0,947.54,4905.74,Stayed,Others,Others
